user_id,item_id,score
795,1283,0.993103448275862
795,3469,0.993103448275862
795,1233,0.9862068965517241
795,1693,0.9862068965517241
795,1242,0.9862068965517241
795,3090,0.9862068965517241
795,272,0.9793103448275862
795,1203,0.9793103448275862
795,529,0.9793103448275862
795,3198,0.9793103448275862
795,3735,0.9793103448275862
795,249,0.9724137931034482
795,3147,0.9724137931034482
795,3006,0.9724137931034482
795,3062,0.9655172413793104
795,527,0.9655172413793104
795,1957,0.9655172413793104
795,3734,0.9655172413793104
795,2028,0.9655172413793104
795,954,0.9655172413793104
2962,3949,1.0
2962,1206,0.993103448275862
2962,1464,0.993103448275862
2962,1258,0.993103448275862
2962,2360,0.993103448275862
2962,1280,0.9862068965517241
2962,2959,0.9862068965517241
2962,2304,0.9862068965517241
2962,1208,0.9862068965517241
2962,2925,0.9862068965517241
2962,1254,0.9862068965517241
2962,306,0.9793103448275862
2962,1175,0.9793103448275862
2962,1237,0.9793103448275862
2962,1227,0.9793103448275862
2962,264,0.9793103448275862
2962,2132,0.9793103448275862
2962,2730,0.9793103448275862
2962,1076,0.9793103448275862
2962,2731,0.9724137931034482
3493,3107,0.8896551724137931
3493,474,0.8827586206896552
3493,3230,0.8758620689655172
3493,318,0.8758620689655172
3493,1231,0.8758620689655172
3493,3265,0.8689655172413793
3493,161,0.8620689655172413
3493,293,0.8551724137931035
3493,356,0.8482758620689655
3493,2802,0.8482758620689655
3493,529,0.8413793103448276
3493,1466,0.8413793103448276
3493,1242,0.8413793103448276
3493,1234,0.8413793103448276
3493,2058,0.8413793103448276
3493,2571,0.8344827586206897
3493,6,0.8344827586206897
3493,3613,0.8344827586206897
3493,2353,0.8344827586206897
3493,1378,0.8344827586206897
991,950,0.9172413793103448
991,492,0.9172413793103448
991,2917,0.9103448275862069
991,2187,0.9103448275862069
991,2177,0.903448275862069
991,908,0.896551724137931
991,1086,0.896551724137931
991,3204,0.8896551724137931
991,2208,0.8827586206896552
991,1783,0.8827586206896552
991,2371,0.8827586206896552
991,373,0.8758620689655172
991,930,0.8758620689655172
991,50,0.8689655172413793
991,2688,0.8689655172413793
991,2267,0.8689655172413793
991,2205,0.8689655172413793
991,1671,0.8620689655172413
991,2842,0.8620689655172413
991,1799,0.8551724137931035
593,2908,0.9103448275862069
593,2494,0.9103448275862069
593,2824,0.9103448275862069
593,3950,0.896551724137931
593,1227,0.8896551724137931
593,2940,0.8827586206896552
593,1061,0.8827586206896552
593,3734,0.8827586206896552
593,2858,0.8827586206896552
593,1212,0.8827586206896552
593,3566,0.8758620689655172
593,111,0.8758620689655172
593,1694,0.8758620689655172
593,318,0.8689655172413793
593,3108,0.8689655172413793
593,3019,0.8689655172413793
593,2997,0.8689655172413793
593,2066,0.8620689655172413
593,1617,0.8620689655172413
593,2762,0.8620689655172413
4967,1280,1.0
4967,1251,1.0
4967,1305,1.0
4967,670,1.0
4967,1176,1.0
4967,2313,0.993103448275862
4967,1829,0.993103448275862
