user_id,Precision@10 - macro,Recall@10 - macro,F1@10 - macro,NDCG@10
1,0.7,1.0,0.8235294117647058,0.9184726487489852
10,0.6,0.18181818181818182,0.27906976744186046,0.9415980032759194
100,0.2,0.6666666666666666,0.30769230769230765,0.9093396033124741
1000,0.6,0.46153846153846156,0.5217391304347826,0.9301905412420958
1001,1.0,0.19607843137254902,0.3278688524590164,0.987185737374832
1002,0.5,0.8333333333333334,0.625,0.9177913384102631
1003,0.6666666666666666,1.0,0.8,0.9423049703797938
1004,0.7,0.17073170731707318,0.2745098039215686,0.9342383037620643
1005,0.8,0.6153846153846154,0.6956521739130435,0.8732229967910048
1006,0.4444444444444444,1.0,0.6153846153846153,0.939274117846999
1007,0.5714285714285714,1.0,0.7272727272727273,0.9473782013585036
1008,0.8,1.0,0.888888888888889,0.9554125278982655
1009,0.5,1.0,0.6666666666666666,0.971140221485929
101,0.6,0.4,0.48,0.9632726343550266
1010,0.9,0.08411214953271028,0.15384615384615383,0.9545326511439332
1011,0.375,1.0,0.5454545454545454,0.9776029378786635
1012,0.7,1.0,0.8235294117647058,0.9984845683058375
1013,0.4,1.0,0.5714285714285715,0.9828572186803003
1014,0.5,1.0,0.6666666666666666,0.9094291184792879
1015,0.9,0.05521472392638037,0.10404624277456648,0.980349848401603
1016,0.9,0.4090909090909091,0.5625000000000001,0.9730273984566121
1017,0.9,0.1836734693877551,0.30508474576271183,0.9700537533456463
1018,0.8,0.5333333333333333,0.64,0.9660829137059015
1019,0.7,0.0958904109589041,0.1686746987951807,0.9456484324993235
102,0.6,0.5,0.5454545454545454,0.9418339194614544
1020,0.8,0.5714285714285714,0.6666666666666666,0.9366823046670874
1021,1.0,0.45454545454545453,0.625,0.9999999999999997
1022,0.8,0.47058823529411764,0.5925925925925927,0.9806110490273143
1023,0.6666666666666666,1.0,0.8,0.9154438276548631
1024,0.6666666666666666,1.0,0.8,0.9436292184365753
1025,0.42857142857142855,1.0,0.6,0.9310888755981584
1026,0.5555555555555556,1.0,0.7142857142857143,0.9704014207693722
1027,0.6,1.0,0.7499999999999999,0.9757255429790603
1028,0.5,0.8333333333333334,0.625,0.9615572121244959
1029,0.7,0.2692307692307692,0.3888888888888889,0.8927985629236151
103,0.5,0.45454545454545453,0.47619047619047616,0.9751916460416523
1030,0.9,0.4090909090909091,0.5625000000000001,0.9603049068612064
1031,0.2,0.2,0.20000000000000004,0.9544173319713032
1032,0.6,0.4,0.48,0.9727601985864504
1033,0.7,0.30434782608695654,0.42424242424242425,0.9504975023594825
1034,1.0,0.23809523809523808,0.3846153846153846,0.9819923398446812
1035,0.6,0.5454545454545454,0.5714285714285713,0.9277833928166497
1036,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.9409006911995021
1037,0.5,1.0,0.6666666666666666,0.9769655197741361
1038,0.7,0.3333333333333333,0.45161290322580644,0.9370472679573147
1039,0.6666666666666666,1.0,0.8,0.8148647848581991
104,0.7,1.0,0.8235294117647058,0.9145634587497615
1040,0.4,0.3076923076923077,0.34782608695652173,0.9700927458242443
1041,0.4,0.6666666666666666,0.5,0.9564518009597298
1042,0.3333333333333333,1.0,0.5,0.9533325683951833
1043,0.625,1.0,0.7692307692307693,0.9162202870064168
1044,0.9,0.375,0.5294117647058825,0.9774201884671817
1045,0.625,1.0,0.7692307692307693,0.9940282703071902
1046,0.6666666666666666,1.0,0.8,0.9423049703797938
1047,0.6,0.6666666666666666,0.631578947368421,0.9610496227707
1048,0.6666666666666666,1.0,0.8,0.9211969367716683
1049,0.5,1.0,0.6666666666666666,0.937040222405924
105,0.4,0.5714285714285714,0.47058823529411764,0.9658178997078336
1050,0.5,0.15625,0.23809523809523808,0.9372599986331672
1051,0.7,0.06862745098039216,0.12500000000000003,0.8994961663565744
1052,0.6,0.75,0.6666666666666665,0.966331457581766
1053,0.8,0.2222222222222222,0.3478260869565218,0.9588956692051315
1054,0.8,0.4444444444444444,0.5714285714285714,0.9520582902646016
1055,0.7,0.875,0.7777777777777777,0.9482160149188195
1056,0.6,0.6666666666666666,0.631578947368421,0.8601606771392424
1057,0.9,0.42857142857142855,0.5806451612903225,0.9765981605138886
1058,1.0,0.21739130434782608,0.3571428571428571,0.9459770195340433
1059,0.9,0.13636363636363635,0.23684210526315788,0.9580528331120061
106,0.7,1.0,0.8235294117647058,0.9479238766711323
1060,0.5,0.625,0.5555555555555556,0.9512522319397146
1061,0.6,0.8571428571428571,0.7058823529411764,0.920773976492364
1062,0.8,0.47058823529411764,0.5925925925925927,0.9910006174745954
1063,0.7,0.4666666666666667,0.56,0.959500357219472
1064,0.7,0.5,0.5833333333333334,0.930509091645446
1065,0.6,0.6,0.6,0.9014520417786192
1066,0.9,0.5,0.6428571428571429,0.945875017604171
1067,0.9,0.6,0.7200000000000001,0.9770807170683827
1068,0.7,0.109375,0.18918918918918917,0.9857626431431492
1069,0.8,0.11428571428571428,0.19999999999999998,0.9198175927728336
107,0.6,0.4,0.48,0.944651369352395
1070,0.6,1.0,0.7499999999999999,0.8933150689307947
1071,0.8,0.47058823529411764,0.5925925925925927,0.9523235262893431
1072,0.9,0.5625,0.6923076923076923,0.9398810916827858
1073,0.6,0.35294117647058826,0.4444444444444445,0.9353280128670475
1074,0.6,0.35294117647058826,0.4444444444444445,0.9255972451315423
1075,0.3333333333333333,1.0,0.5,0.9565701850969313
1076,0.5555555555555556,1.0,0.7142857142857143,0.9293908736328984
1077,0.9,0.21428571428571427,0.3461538461538461,0.980349848401603
1078,0.5,0.35714285714285715,0.41666666666666663,0.9319366184737576
1079,0.7,0.5384615384615384,0.608695652173913,0.9504153796782223
108,0.75,1.0,0.8571428571428571,0.9456134224025221
1080,0.7,0.875,0.7777777777777777,0.9236960315451737
1081,0.7142857142857143,1.0,0.8333333333333333,0.972009696193396
1082,0.7,1.0,0.8235294117647058,0.9700359479842476
1083,0.6666666666666666,1.0,0.8,0.9533623913642175
1084,0.5,0.4166666666666667,0.45454545454545453,0.880976930534636
1085,0.5714285714285714,1.0,0.7272727272727273,0.9445315154223218
1086,0.8,0.16326530612244897,0.27118644067796605,0.961396769879651
1087,0.9,0.17647058823529413,0.2950819672131148,0.980349848401603
1088,1.0,0.07936507936507936,0.14705882352941177,0.9900119826614159
1089,0.8,0.8,0.8000000000000002,0.9314288747212014
