user_id,item_id,score
4661,1283,0.9794858602387694
4661,942,0.9769646703908154
4661,2202,0.9764798647706383
4661,2028,0.972894300797294
4661,1178,0.97237954680033
4661,908,0.9698385627565222
4661,3362,0.9682068160053827
4661,1221,0.9675803505657724
4661,3035,0.9649961532044735
4661,940,0.9644234898531376
4661,2762,0.9641256122653055
4661,1281,0.962879132252982
4661,3634,0.9628094222032494
4661,3062,0.9626321312570093
4661,1276,0.9622039746622769
4661,3088,0.9614674326508271
4661,3543,0.9614449136556728
4661,3468,0.9614145627975896
4661,954,0.9612288305168954
4661,3546,0.961089519631623
5068,1276,0.986120941613352
5068,3118,0.983893742238517
5068,1393,0.9828930664188794
5068,3468,0.9822504398405345
5068,1266,0.9798991182632438
5068,1272,0.9781413912668011
5068,942,0.9775946147478908
5068,1050,0.9775774689380281
5068,1132,0.9775050567867166
5068,2312,0.9773173485171978
5068,912,0.9771699282023121
5068,3408,0.9770748377995347
5068,3035,0.9770103018983077
5068,1283,0.9758925482114578
5068,3362,0.973923005766508
5068,971,0.9738887115707731
5068,3038,0.9721915578348673
5068,3733,0.9720960272771081
5068,3342,0.9714291818590771
5068,2132,0.9711160467545873
4583,940,0.9840537733359598
4583,1266,0.9835299060476875
4583,954,0.9783565824644538
4583,2028,0.9780717874924743
4583,1178,0.9762713496872243
4583,3543,0.9757288617453327
4583,2202,0.9752114562447908
4583,1281,0.9752052801417042
4583,942,0.974829798391917
4583,593,0.9747953702604772
4583,1283,0.973766391785599
4583,2762,0.9733728069993927
4583,951,0.9730531633187912
4583,3035,0.9726692351468247
4583,2870,0.9723701664033546
4583,590,0.9720869203409662
4583,1212,0.9710821476287411
4583,1291,0.9710063797411804
4583,3088,0.9709359969861242
4583,1393,0.9694590896533299
820,3510,0.9725047090901404
820,780,0.964476355206286
820,2115,0.9612965629702972
820,2403,0.9583737515416243
820,2949,0.9580667282015104
820,10,0.9573382210247052
820,2183,0.9565815666940528
820,2819,0.9554608323814927
820,2407,0.954827377106425
820,163,0.9541901536976369
820,2993,0.9535011348426307
820,3726,0.9532169177125837
820,1479,0.9524891640643763
820,2605,0.9502889276691547
820,1587,0.9502122611898541
820,2947,0.9476961076672747
820,2816,0.9463282959903836
820,2652,0.9461249383732095
820,338,0.9456319139143482
820,2989,0.9456022058963152
4491,377,0.9557164141197745
4491,3510,0.9512991227073148
4491,1210,0.9491241541530975
4491,1587,0.9468222401338254
4491,2403,0.9452373315171422
4491,2012,0.9447231592000626
4491,2640,0.9435747365144485
4491,2405,0.9433388547578386
4491,2947,0.9399286416757952
4491,1479,0.9378206456687497
4491,2407,0.9373016292705475
4491,2561,0.9371988106140099
4491,1275,0.9360821284485398
4491,2124,0.9331293980460998
4491,2605,0.9323343313925546
4491,161,0.9321899563845375
4491,2916,0.9321686161098766
4491,3265,0.9314771778317935
4491,2949,0.9311103102013489
4491,2115,0.9308429643900834
2139,593,0.9545976008401261
2139,3546,0.9522650278434803
2139,2804,0.9509915641342547
2139,940,0.9473497042895348
2139,1097,0.946760986036808
2139,858,0.9464845206268846
2139,2118,0.9453497607283116
2139,3654,0.9452822791696955
2139,3334,0.9439062123984634
2139,750,0.9422499222317479
2139,2398,0.9413395767619002
2139,1210,0.939999089232553
2139,2870,0.9399773016529404
2139,1198,0.9397564750797819
2139,3524,0.9375487023980789
2139,745,0.9373317736621961
2139,908,0.9370782539870984
2139,3508,0.9364009667475482
2139,951,0.9363113069957963
2139,1408,0.9351776874831332
76,1266,0.983318770803843
76,2028,0.9830833608792919
76,940,0.9806836539618016
76,954,0.9803900971120978
76,2202,0.9801819548084937
76,1178,0.9795602812532138
76,908,0.9759986869564031
76,1281,0.9749122377544855
76,2870,0.9739523993631393
76,2194,0.9734124526843013
76,858,0.9731827039866379
76,942,0.9722899712809906
76,1226,0.9721120364352409
76,50,0.9713123777532138
76,590,0.9713110879361544
76,951,0.9711493391801994
76,1304,0.9703961271510473
76,3334,0.9702267780445306
76,3543,0.9692076490258608
76,3035,0.9690622974243353
3521,3546,0.9750648294666122
3521,593,0.9705619429220179
3521,1097,0.966434736894263
3521,940,0.9645804648535325
3521,3654,0.9630629121452875
3521,1178,0.962941847347656
3521,2028,0.9621221975589359
3521,2819,0.9582302205325893
3521,2937,0.9579033371957805
3521,2118,0.9569190476396552
3521,1103,0.9567931750308041
3521,2762,0.9566086070669533
3521,3819,0.9553011936206309
3521,858,0.9552746646166131
3521,1212,0.9542929730997036
3521,1210,0.954285741869525
3521,3634,0.9534818100775639
3521,1408,0.9527516417625346
3521,50,0.9523768642364281
3521,3738,0.9523528847262768
5217,2819,0.9827153709923604
5217,2115,0.9761793284117868
5217,3510,0.9747354385873109
5217,908,0.9741733868241867
5217,750,0.9735793097807679
5217,3230,0.9706909657169843
5217,3546,0.9700529995029564
5217,2529,0.9697253839735254
5217,2403,0.9694016500933829
5217,2009,0.9690075859632528
5217,2118,0.9682737987487432
5217,2183,0.9654199040298346
5217,1267,0.9652059552226359
5217,1291,0.9648439953886272
5217,163,0.9642380291616202
5217,3654,0.9638609717563243
5217,3726,0.9636403668335294
5217,2208,0.96361079400686
5217,1625,0.9628669971140354
5217,161,0.9624865387977275
2652,954,0.9575953650762032
2652,1393,0.9554181242297711
2652,940,0.9552768673128806
2652,2870,0.9550495554956758
2652,3546,0.9522719476078421
2652,1291,0.9510822841746748
2652,1266,0.9489773773156286
2652,2028,0.9488678472236298
2652,593,0.9482729820186384
2652,1283,0.9479601763914502
2652,3654,0.9479313350186642
2652,2202,0.9476453436262373
2652,1178,0.9470172107303962
2652,1079,0.9461566730057562
2652,2937,0.9457397434363165
2652,3035,0.9457120507087899
2652,2268,0.9454700162542891
2652,2762,0.9434764466547906
2652,1103,0.9428816516857612
2652,3334,0.9418628693850378
5518,3510,0.9735881767581784
5518,1587,0.9641792112957136
5518,2403,0.9608261788221437
5518,2124,0.9577450813146399
5518,161,0.9570794424254957
5518,377,0.9548089423400972
5518,3265,0.9543156117547653
5518,163,0.9529715337200017
5518,2605,0.9524742698721739
5518,2561,0.9518391595320489
5518,2013,0.9509112319885388
5518,3230,0.9506404480032732
5518,551,0.9504846856719014
5518,2819,0.9503728015721492
5518,2009,0.9503324854713879
5518,2353,0.9503283275910487
5518,1100,0.9502372712253879
5518,842,0.9498633606288781
5518,2640,0.9495457968256146
5518,2407,0.9493618727612173
448,940,0.9823022934213685
448,593,0.978850513984991
448,908,0.9766216347454393
448,2870,0.9726587673178246
448,858,0.9711816682852576
448,1266,0.9703716920794819
448,1291,0.9691462792844836
448,3578,0.9688420700921712
448,1178,0.9681391309325007
448,1281,0.9681269767403526
448,2202,0.9681044825811276
448,2762,0.9678898582787039
448,1246,0.9672463492311736
448,1079,0.9664564043078432
448,951,0.9662462461066856
448,1086,0.9658030635045475
448,750,0.9654094232114978
448,2194,0.9651670480143626
448,954,0.9645044789863184
448,3546,0.9644979142798252
5648,3510,0.9701657513767996
5648,161,0.9691462861771589
5648,3654,0.964134692354438
5648,3546,0.9640247094442874
5648,2921,0.9630620616622302
5648,2124,0.9625953165140884
5648,2403,0.9617424259104573
5648,1587,0.9610417236796076
5648,2561,0.9608679741747508
5648,1732,0.9605610300302669
5648,2922,0.9598747531657432
5648,2819,0.9585299432116248
5648,3120,0.9581487070443452
5648,745,0.95797923537795
5648,593,0.9578400986589968
5648,3230,0.9578231194678141
5648,1240,0.9576236403661923
5648,2118,0.9569561324944196
5648,1218,0.9563920543345485
5648,842,0.9563907864485357
2014,593,0.9753521937919155
2014,3546,0.9729916636604249
2014,3654,0.9713131963417664
2014,908,0.9708439833034027
2014,3334,0.9703400751319986
2014,2921,0.9697146915659982
2014,3508,0.9684679540869093
2014,2118,0.9647803813285997
2014,161,0.9637679424462264
2014,940,0.9633014870031887
2014,2819,0.9632392651724162
2014,3578,0.9607511133190868
2014,1732,0.9603963588047266
2014,3230,0.960102810480566
2014,1086,0.9600525004281841
2014,3510,0.9595696130528757
2014,3738,0.9595514936687781
2014,3168,0.9590124822632009
2014,3819,0.9587883990071966
2014,551,0.9585174088108526
5235,3404,0.9606974959407281
