user_id,item_id,score
5479,202,0.9517241379310345
5479,2920,0.9517241379310345
5479,1079,0.9448275862068966
5479,3871,0.9379310344827586
5479,3919,0.9379310344827586
5479,1515,0.9379310344827586
5479,1853,0.9379310344827586
5479,2744,0.9379310344827586
5479,2198,0.9310344827586207
5479,970,0.9310344827586207
5479,3198,0.9310344827586207
5479,581,0.9310344827586207
5479,1008,0.9310344827586207
5479,3723,0.9310344827586207
5479,3946,0.9310344827586207
5479,616,0.9310344827586207
5479,19,0.9310344827586207
5479,730,0.9241379310344827
5479,3034,0.9241379310344827
5479,831,0.9241379310344827
1695,730,0.9793103448275862
1695,791,0.9793103448275862
1695,134,0.9793103448275862
1695,643,0.9793103448275862
1695,581,0.9793103448275862
1695,644,0.9793103448275862
1695,2258,0.9793103448275862
1695,1165,0.9793103448275862
1695,3084,0.9793103448275862
1695,3297,0.9793103448275862
1695,1561,0.9793103448275862
1695,3277,0.9793103448275862
1695,1657,0.9793103448275862
1695,2851,0.9793103448275862
1695,139,0.9793103448275862
1695,2909,0.9793103448275862
1695,1316,0.9793103448275862
1695,826,0.9793103448275862
1695,2999,0.9793103448275862
1695,3522,0.9724137931034482
1180,3900,0.7931034482758621
1180,714,0.7724137931034483
1180,1360,0.7655172413793103
1180,2114,0.7655172413793103
1180,2235,0.7655172413793103
1180,3311,0.7655172413793103
1180,3370,0.7655172413793103
1180,1599,0.7655172413793103
1180,2105,0.7586206896551724
1180,2647,0.7586206896551724
1180,1183,0.7586206896551724
1180,2472,0.7517241379310344
1180,1754,0.7517241379310344
1180,2136,0.7517241379310344
1180,839,0.7517241379310344
1180,1167,0.7517241379310344
1180,2210,0.7517241379310344
1180,3458,0.7448275862068966
1180,522,0.7448275862068966
1180,1168,0.7448275862068966
3272,730,1.0
3272,791,1.0
3272,134,1.0
3272,1249,1.0
3272,643,1.0
3272,644,1.0
3272,2258,1.0
3272,1165,1.0
3272,3084,1.0
3272,3297,1.0
3272,1561,1.0
3272,844,1.0
3272,3277,1.0
3272,1657,1.0
3272,2851,1.0
3272,139,1.0
3272,2909,1.0
3272,1316,1.0
3272,826,1.0
3272,2999,1.0
5917,730,1.0
5917,791,1.0
5917,134,1.0
5917,643,1.0
5917,644,1.0
5917,3913,1.0
5917,2258,1.0
5917,1165,1.0
5917,3084,1.0
5917,3674,1.0
5917,3297,1.0
5917,1561,1.0
5917,844,1.0
5917,3277,1.0
5917,1657,1.0
5917,2813,1.0
5917,2851,1.0
5917,139,1.0
5917,2909,1.0
5917,1316,1.0
5063,1450,0.9724137931034482
5063,787,0.9655172413793104
5063,2282,0.9655172413793104
5063,3636,0.9586206896551724
5063,1029,0.9586206896551724
5063,730,0.9517241379310345
5063,1107,0.9517241379310345
5063,2737,0.9517241379310345
5063,791,0.9517241379310345
5063,134,0.9517241379310345
5063,643,0.9517241379310345
5063,3873,0.9517241379310345
5063,398,0.9517241379310345
5063,2848,0.9517241379310345
5063,644,0.9517241379310345
5063,2258,0.9517241379310345
5063,1165,0.9517241379310345
5063,3084,0.9517241379310345
5063,3297,0.9517241379310345
5063,383,0.9517241379310345
5993,3512,0.6896551724137931
5993,731,0.6551724137931034
5993,1464,0.6482758620689655
5993,2664,0.6482758620689655
5993,3744,0.6482758620689655
5993,63,0.6413793103448275
5993,1589,0.6413793103448275
5993,2697,0.6344827586206897
5993,1004,0.6344827586206897
5993,1661,0.6344827586206897
5993,1105,0.6344827586206897
5993,3159,0.6344827586206897
5993,2420,0.6344827586206897
5993,1865,0.6344827586206897
5993,937,0.6275862068965518
5993,3347,0.6275862068965518
5993,2583,0.6275862068965518
5993,2390,0.6275862068965518
5993,2453,0.6275862068965518
5993,2068,0.6275862068965518
5579,2886,0.8482758620689655
5579,2472,0.8413793103448276
5579,2359,0.8413793103448276
5579,2998,0.8413793103448276
5579,2893,0.8413793103448276
5579,3107,0.8344827586206897
5579,1416,0.8344827586206897
5579,3184,0.8344827586206897
5579,2990,0.8344827586206897
5579,3867,0.8344827586206897
5579,1709,0.8344827586206897
5579,2296,0.8344827586206897
5579,1112,0.8344827586206897
5579,328,0.8344827586206897
5579,3859,0.8344827586206897
5579,3142,0.8344827586206897
5579,3222,0.8344827586206897
5579,3329,0.8275862068965517
5579,1861,0.8275862068965517
5579,3524,0.8275862068965517
4983,2826,0.9862068965517241
4983,1718,0.9862068965517241
4983,730,0.9793103448275862
4983,3049,0.9793103448275862
4983,791,0.9793103448275862
4983,134,0.9793103448275862
4983,3575,0.9793103448275862
4983,643,0.9793103448275862
4983,2397,0.9793103448275862
4983,644,0.9793103448275862
4983,1008,0.9793103448275862
4983,2258,0.9793103448275862
4983,1165,0.9793103448275862
4983,2627,0.9793103448275862
4983,3084,0.9793103448275862
4983,3674,0.9793103448275862
4983,3297,0.9793103448275862
4983,1561,0.9793103448275862
4983,3277,0.9793103448275862
4983,1657,0.9793103448275862
1529,2654,0.8413793103448276
1529,559,0.8206896551724138
1529,935,0.8137931034482758
1529,2420,0.8137931034482758
1529,1503,0.8068965517241379
1529,2332,0.8068965517241379
1529,429,0.8068965517241379
1529,616,0.8068965517241379
1529,1419,0.8068965517241379
1529,2926,0.8068965517241379
1529,3862,0.8068965517241379
1529,3188,0.8068965517241379
1529,3655,0.8
1529,3670,0.8
1529,3050,0.8
1529,1971,0.8
1529,3419,0.8
1529,1019,0.8
1529,2139,0.8
1529,238,0.8
2504,3553,0.8551724137931035
2504,3713,0.8206896551724138
2504,2894,0.8
2504,1538,0.8
2504,1116,0.8
2504,1223,0.7931034482758621
2504,1445,0.7931034482758621
2504,3674,0.7931034482758621
2504,1777,0.7931034482758621
2504,2153,0.7931034482758621
2504,3048,0.7862068965517242
2504,2198,0.7862068965517242
2504,42,0.7862068965517242
2504,853,0.7862068965517242
2504,914,0.7862068965517242
2504,3718,0.7793103448275862
2504,2080,0.7793103448275862
2504,1629,0.7724137931034483
2504,2211,0.7724137931034483
2504,1249,0.7724137931034483
3840,205,0.8827586206896552
